"latitudeE7","longitudeE7","accuracy","source","deviceTag","deviceDesignation","timestamp","activity","altitude","verticalAccuracy","platformType","osLevel","serverTimestamp","deviceTimestamp","batteryCharging","formFactor","velocity","heading","locationMetadata","inferredLocation","placeId","activeWifiScan","geometry"
472310823,86642644,11,"WIFI",-387375219,NA,"2024-06-03T16:23:45.466Z",
